Unnamed: 0,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,URLs
45204,Crystal Flare Distant Galaxy,Nora Richardson,Medicine & Health Sciences,Veterinary Medicine,Kindle Edition,334.47,2.4,35.0,//www.additional_for_examination/45204
45205,Thunder Valley Ivory Whispering,Gabriel,Medicine & Health Sciences,Veterinary Medicine,Paperback,879.88,3.5,56.0,//www.additional_for_examination/45205
45206,Shadow Galaxy Secret,Logan,Medicine & Health Sciences,Veterinary Medicine,Kindle Edition,112.31,0.1,0.0,//www.additional_for_examination/45206
45207,Voyage Glass Radiant,John Richardson,Medicine & Health Sciences,Veterinary Medicine,Paperback,864.29,2.8,3.0,//www.additional_for_examination/45207
45208,Spirit Silent Majestic Runestone,Elena Hall,Medicine & Health Sciences,Veterinary Medicine,Hardcover,679.8,1.0,99.0,//www.additional_for_examination/45208
45209,Mirage Runestone Roaring,Lucy Kelly,Medicine & Health Sciences,Veterinary Medicine,Hardcover,776.77,0.1,40.0,//www.additional_for_examination/45209
45210,Breeze Ivory Wave Found,Jonathan,Medicine & Health Sciences,Veterinary Medicine,Kindle Edition,592.07,4.6,48.0,//www.additional_for_examination/45210
45211,Eclipse Wild Runestone,Luna,Medicine & Health Sciences,Veterinary Medicine,Kindle Edition,916.3,4.1,64.0,//www.additional_for_examination/45211
45212,Tide Horizon Wave Lost,Robert,Medicine & Health Sciences,Veterinary Medicine,Paperback,676.53,3.9,81.0,//www.additional_for_examination/45212
45213,Autumn Wild Shattered Horizon,Violet,Medicine & Health Sciences,Veterinary Medicine,Hardcover,544.25,5.0,22.0,//www.additional_for_examination/45213
45214,Ash Empire Autumn Mirage,Jacob Miller,Medicine & Health Sciences,Veterinary Medicine,Audible Audiobook,353.11,4.6,17.0,//www.additional_for_examination/45214
45215,Golden Majestic Last Harmony,Olivia,Medicine & Health Sciences,Veterinary Medicine,Hardcover,597.22,4.1,100.0,//www.additional_for_examination/45215
45216,Nebula Found Stormborn,Jacob,Medicine & Health Sciences,Veterinary Medicine,Kindle Edition,715.72,1.0,39.0,//www.additional_for_examination/45216
45217,Stone Whispering Dragon,Matthew,Medicine & Health Sciences,Veterinary Medicine,Hardcover,357.86,2.5,4.0,//www.additional_for_examination/45217
45218,Valley Broken Valley Onyx,Victoria,Medicine & Health Sciences,Veterinary Medicine,Hardcover,944.58,2.3,17.0,//www.additional_for_examination/45218
45219,Solar Blood Sky Flare,Zoe Campbell,Medicine & Health Sciences,Veterinary Medicine,Paperback,705.37,1.9,11.0,//www.additional_for_examination/45219
45220,Wildfire Winter Silent,Amelia,Medicine & Health Sciences,Veterinary Medicine,Paperback,779.39,4.9,88.0,//www.additional_for_examination/45220
45221,Dusk Solar Voyage Cascade,Hannah,Medicine & Health Sciences,Veterinary Medicine,Paperback,465.25,1.7,83.0,//www.additional_for_examination/45221
45222,Distant Valley Phoenix,Jonathan Baker,Medicine & Health Sciences,Veterinary Medicine,Paperback,351.67,2.4,37.0,//www.additional_for_examination/45222
45223,Tide Autumn Roaring,Julian Campbell,Medicine & Health Sciences,Veterinary Medicine,Audible Audiobook,335.18,1.6,66.0,//www.additional_for_examination/45223
45224,Night Harvest Obsidian Winter,James,Medicine & Health Sciences,Veterinary Medicine,Paperback,187.76,0.3,48.0,//www.additional_for_examination/45224
45225,Moon Dusk Eternal Dusk,Violet Wilson,Medicine & Health Sciences,Veterinary Medicine,Paperback,520.89,0.6,48.0,//www.additional_for_examination/45225
45226,Light Shadow Mountain,Laura,Medicine & Health Sciences,Veterinary Medicine,Kindle Edition,536.26,1.0,82.0,//www.additional_for_examination/45226
45227,Ocean Sacred Distant,Nora,Medicine & Health Sciences,Veterinary Medicine,Audible Audiobook,356.65,1.6,36.0,//www.additional_for_examination/45227
45228,Golden Blood Phoenix Blood,James Gomez,Medicine & Health Sciences,Veterinary Medicine,Hardcover,691.88,0.8,32.0,//www.additional_for_examination/45228
45229,Winter Silent Golden,Robert,Medicine & Health Sciences,Veterinary Medicine,Kindle Edition,329.03,4.3,92.0,//www.additional_for_examination/45229
45230,Midnight Harvest Whisper,Amelia Edwards,Medicine & Health Sciences,Veterinary Medicine,Hardcover,105.41,2.4,7.0,//www.additional_for_examination/45230
45231,Obsidian Thunder Pulse,Matthew,Medicine & Health Sciences,Veterinary Medicine,Audible Audiobook,752.9,4.1,34.0,//www.additional_for_examination/45231
45232,Kingdom Chronicle Dawn,Layla,Medicine & Health Sciences,Veterinary Medicine,Paperback,667.22,4.8,69.0,//www.additional_for_examination/45232
45233,Quest Shattered Crescent,Jason Taylor,Medicine & Health Sciences,Veterinary Medicine,Paperback,168.25,2.9,3.0,//www.additional_for_examination/45233
45234,Silentwood Stormborn Stormborn,Aria,Medicine & Health Sciences,Veterinary Medicine,Paperback,336.67,4.6,1.0,//www.additional_for_examination/45234
45235,Shattered Stormborn Summer Shadow,James Anderson,Medicine & Health Sciences,Veterinary Medicine,Kindle Edition,149.75,4.8,13.0,//www.additional_for_examination/45235
45236,Ivory Obsidian Iron Ember,Logan Lewis,Medicine & Health Sciences,Veterinary Medicine,Kindle Edition,752.9,4.8,93.0,//www.additional_for_examination/45236
45237,Whispering Roaring Obsidian Thunder,Caleb Turner,Medicine & Health Sciences,Veterinary Medicine,Paperback,862.41,2.4,31.0,//www.additional_for_examination/45237
45238,Wildfire Bloom Glass,Anna,Medicine & Health Sciences,Veterinary Medicine,Paperback,40.98,0.7,34.0,//www.additional_for_examination/45238
45239,Shadow Soul Wildfire,Matthew Robinson,Medicine & Health Sciences,Veterinary Medicine,Kindle Edition,414.68,1.5,54.0,//www.additional_for_examination/45239
45240,Soul Chronicle Frost Found,Elijah Clark,Politics,Freedom & Security,Hardcover,649.41,2.5,61.0,//www.additional_for_examination/45240
45241,Cascade Frost Fire Moon,Henry,Politics,Freedom & Security,Paperback,314.79,2.5,40.0,//www.additional_for_examination/45241
45242,Shadowed Sapphire Willow,John,Politics,Freedom & Security,Audible Audiobook,250.32,2.2,97.0,//www.additional_for_examination/45242
45243,Stormborn Cinder Broken,Gabriel,Politics,Freedom & Security,Hardcover,360.64,2.7,12.0,//www.additional_for_examination/45243
45244,Wildfire Flame Majestic Last,Christopher,Politics,Freedom & Security,Audible Audiobook,522.48,4.2,69.0,//www.additional_for_examination/45244
45245,Soul Quest Storm Iron,Liam Bailey,Politics,Freedom & Security,Paperback,465.75,2.4,54.0,//www.additional_for_examination/45245
45246,Forest Voyage Autumn Rising,Sarah,Politics,Freedom & Security,Hardcover,98.55,0.6,84.0,//www.additional_for_examination/45246
45247,Obsidian Stormborn Flame,Madeline Howard,Politics,Freedom & Security,Kindle Edition,480.34,2.0,8.0,//www.additional_for_examination/45247
45248,Found Glimmer Fable,Matthew,Politics,Freedom & Security,Paperback,822.43,1.6,23.0,//www.additional_for_examination/45248
45249,Silver Silver Broken Summer,Olivia Anderson,Politics,Freedom & Security,Audible Audiobook,704.11,4.8,91.0,//www.additional_for_examination/45249
45250,Lunar Soul Violet,Isaac,Politics,Freedom & Security,Kindle Edition,223.29,0.1,99.0,//www.additional_for_examination/45250
45251,Moon Sky Cinder Bronze,Isaac White,Politics,Freedom & Security,Paperback,101.69,2.1,71.0,//www.additional_for_examination/45251
45252,Golden Majestic Destiny Runestone,Hazel,Politics,Freedom & Security,Hardcover,326.91,3.2,26.0,//www.additional_for_examination/45252
45253,Light Onyx Rising,Ava,Politics,Freedom & Security,Paperback,178.08,0.4,94.0,//www.additional_for_examination/45253
45254,Lost Shadowfall Dark,Joseph White,Politics,Freedom & Security,Hardcover,331.56,0.0,63.0,//www.additional_for_examination/45254
45255,Wave Dusk Cinder,Nora,Politics,Freedom & Security,Kindle Edition,872.39,0.4,61.0,//www.additional_for_examination/45255
45256,Shadow Realm Journey,Emily Martin,Politics,Freedom & Security,Audible Audiobook,739.99,2.3,46.0,//www.additional_for_examination/45256
45257,Scarlet Storm Wild,Mia Nguyen,Politics,Freedom & Security,Hardcover,973.93,3.1,65.0,//www.additional_for_examination/45257
45258,Spirit Fire Pulse Night,David Baker,Politics,Freedom & Security,Kindle Edition,454.23,4.4,69.0,//www.additional_for_examination/45258
45259,Scarlet Star Crystal,Liam,Politics,Freedom & Security,Paperback,17.38,3.6,19.0,//www.additional_for_examination/45259
45260,Eternal Harvest Flame Cinder,Evan,Politics,Freedom & Security,Paperback,630.95,3.4,81.0,//www.additional_for_examination/45260
45261,Night Midnight Fire,Jacob Bailey,Politics,Freedom & Security,Audible Audiobook,703.21,0.3,25.0,//www.additional_for_examination/45261
45262,Whispering Bronze Whispering,Riley Allen,Politics,Freedom & Security,Paperback,725.06,1.5,50.0,//www.additional_for_examination/45262
45263,Kingdom Flare Tide,John Young,Politics,Freedom & Security,Hardcover,232.83,2.6,45.0,//www.additional_for_examination/45263
45264,Flame Kingdom Pulse,Naomi Phillips,Politics,Freedom & Security,Paperback,412.71,0.2,89.0,//www.additional_for_examination/45264
45265,Runestone Stormborn Sky Grace,Maria Rogers,Politics,Freedom & Security,Paperback,816.17,0.4,38.0,//www.additional_for_examination/45265
45266,Cinder Emerald Legend Shadowed,Luna,Politics,Freedom & Security,Hardcover,896.62,4.2,66.0,//www.additional_for_examination/45266
45267,Guardian Valley Silver,Ethan,Politics,Freedom & Security,Kindle Edition,938.06,3.8,25.0,//www.additional_for_examination/45267
45268,Phoenix Veil Hidden,Evelyn,Politics,Freedom & Security,Audible Audiobook,880.74,1.5,65.0,//www.additional_for_examination/45268
45269,Obsidian Midnight Journey Fable,Adam Bennett,Politics,Freedom & Security,Kindle Edition,268.47,0.7,81.0,//www.additional_for_examination/45269
45270,Chronicle Blossom Distant,Abigail,Politics,Freedom & Security,Hardcover,706.83,0.2,15.0,//www.additional_for_examination/45270
45271,Noble Dark Crescent,Isaac,Politics,Freedom & Security,Hardcover,537.14,4.6,96.0,//www.additional_for_examination/45271
45272,Pulse Grace Shadow Eternal,James Wood,Politics,Freedom & Security,Paperback,291.92,0.7,98.0,//www.additional_for_examination/45272
45273,Broken Runestone Shadowed,Andrew,Politics,Freedom & Security,Kindle Edition,281.03,4.3,37.0,//www.additional_for_examination/45273
45274,Frost Wildfire Golden,Michael Roberts,Politics,Freedom & Security,Audible Audiobook,869.93,3.6,64.0,//www.additional_for_examination/45274
45275,Silentwood Destiny Last Lost,William Robinson,Politics,Freedom & Security,Kindle Edition,337.38,2.3,18.0,//www.additional_for_examination/45275
45276,Silver Whispering Guardian Storm,Henry Bailey,Politics,Freedom & Security,Hardcover,909.15,4.2,68.0,//www.additional_for_examination/45276
45277,Stone Hidden Whisper Shadow,Laura,Politics,Freedom & Security,Kindle Edition,151.11,0.9,7.0,//www.additional_for_examination/45277
45278,Broken Chronicle Winter Mountain,Samuel Lee,Politics,Freedom & Security,Audible Audiobook,287.66,2.1,50.0,//www.additional_for_examination/45278
45279,Silent Eclipse Onyx,Charlotte Roberts,Politics,Freedom & Security,Hardcover,504.15,4.7,64.0,//www.additional_for_examination/45279
45280,Destiny Veil Shadowed,Hazel,Politics,Freedom & Security,Hardcover,573.69,4.5,42.0,//www.additional_for_examination/45280
45281,Kingdom Blossom Quest Light,Logan,Politics,Freedom & Security,Paperback,304.44,1.3,87.0,//www.additional_for_examination/45281
45282,Nebula Ruby Violet Pulse,Andrew Green,Politics,Freedom & Security,Hardcover,117.64,3.3,31.0,//www.additional_for_examination/45282
45283,Summer Noble Ocean Harmony,Elena,Politics,Freedom & Security,Kindle Edition,961.22,1.3,35.0,//www.additional_for_examination/45283
45284,Noble Journey Blood Stormborn,Hannah,Politics,Freedom & Security,Audible Audiobook,984.17,3.8,3.0,//www.additional_for_examination/45284
45285,Silentwood Cascade Realm Ash,Hannah Phillips,Politics,Freedom & Security,Hardcover,819.36,2.0,10.0,//www.additional_for_examination/45285
45286,Last Dragon Nebula Harvest,Zoe,Politics,Freedom & Security,Audible Audiobook,434.36,1.9,19.0,//www.additional_for_examination/45286
45287,Frost Fate Day Fable,Madeline Hall,Politics,Freedom & Security,Kindle Edition,839.49,4.8,56.0,//www.additional_for_examination/45287
45288,Roaring Distant Wave,Henry,Politics,Freedom & Security,Kindle Edition,571.92,3.5,0.0,//www.additional_for_examination/45288
45289,Ivory Spirit Emerald,Owen,Politics,Freedom & Security,Kindle Edition,36.71,3.6,0.0,//www.additional_for_examination/45289
45290,Fallen Scarlet Empire,Isabella Stewart,Politics,Freedom & Security,Hardcover,60.65,3.6,34.0,//www.additional_for_examination/45290
45291,Realm Ocean Last Cascade,Miles Rivera,Politics,Freedom & Security,Audible Audiobook,634.22,4.5,37.0,//www.additional_for_examination/45291
45292,Stone Soul Dusk,Isaac,Politics,Freedom & Security,Hardcover,325.85,4.3,7.0,//www.additional_for_examination/45292
45293,Flare Galaxy Timber Whispering,Roman,Politics,Freedom & Security,Hardcover,865.56,2.8,48.0,//www.additional_for_examination/45293
45294,Fire Shadowed Ruby,Maria Clark,Politics,Freedom & Security,Kindle Edition,353.29,4.0,93.0,//www.additional_for_examination/45294
45295,Obsidian Destiny Ember Ash,Naomi,Politics,Freedom & Security,Kindle Edition,795.8,2.3,30.0,//www.additional_for_examination/45295
45296,Mountain Guardian Ocean,Matthew,Politics,Freedom & Security,Kindle Edition,71.91,4.9,40.0,//www.additional_for_examination/45296
45297,Midnight Hidden Distant River,Matthew Stewart,Politics,Freedom & Security,Kindle Edition,952.88,0.9,45.0,//www.additional_for_examination/45297
45298,Echo Tide Violet,Abigail,Politics,Freedom & Security,Hardcover,787.87,1.7,47.0,//www.additional_for_examination/45298
45299,Night Day Silent Ember,Gabriel Howard,Politics,Freedom & Security,Audible Audiobook,719.28,3.1,37.0,//www.additional_for_examination/45299
45300,Sapphire Wildfire Flame Chronicle,Christopher Scott,Politics,Freedom & Security,Audible Audiobook,492.18,0.7,55.0,//www.additional_for_examination/45300
45301,Shadowfall Runestone Ivory,Andrew Phillips,Politics,Freedom & Security,Kindle Edition,65.01,1.0,10.0,//www.additional_for_examination/45301
45302,Ivory Night Sapphire,Matthew,Politics,Freedom & Security,Paperback,829.22,3.7,44.0,//www.additional_for_examination/45302
45303,Wild Iron Iron,Caleb,Politics,Freedom & Security,Audible Audiobook,22.38,4.9,21.0,//www.additional_for_examination/45303
45304,Dusk Runestone Mountain,Riley Davis,Politics,Freedom & Security,Audible Audiobook,471.15,2.9,93.0,//www.additional_for_examination/45304
45305,Nebula Journey Dawn Fury,Hannah,Politics,Freedom & Security,Paperback,583.87,0.3,32.0,//www.additional_for_examination/45305
45306,Thunder Secret Flare,Sophia,Politics,Freedom & Security,Audible Audiobook,913.12,2.2,70.0,//www.additional_for_examination/45306
45307,Star Kingdom Ocean Galaxy,Michael Campbell,Politics,Freedom & Security,Kindle Edition,836.81,4.2,6.0,//www.additional_for_examination/45307
45308,Journey Grace Solar Sacred,Ethan Nguyen,Politics,Freedom & Security,Hardcover,898.89,3.9,83.0,//www.additional_for_examination/45308
45309,Distant Sacred Forest Wildfire,Amelia Morris,Politics,Freedom & Security,Paperback,458.77,0.6,94.0,//www.additional_for_examination/45309
45310,Myth Broken Kingdom,Laura,Politics,Freedom & Security,Paperback,446.91,3.3,76.0,//www.additional_for_examination/45310
45311,Memory Bloom Fate Onyx,Aaliyah,Politics,Freedom & Security,Paperback,437.97,0.2,78.0,//www.additional_for_examination/45311
45312,Roaring Wave Star,Luna Kelly,Politics,Freedom & Security,Audible Audiobook,140.77,3.9,75.0,//www.additional_for_examination/45312
45313,Crystal Soul Echo Light,Zoe Allen,Politics,Freedom & Security,Kindle Edition,662.01,3.0,4.0,//www.additional_for_examination/45313
45314,Timber Empire Wild Grace,Harper,Politics,Freedom & Security,Paperback,58.09,4.5,74.0,//www.additional_for_examination/45314
45315,Echo Chronicle Last Glimmer,David,Politics,Freedom & Security,Kindle Edition,597.33,1.0,97.0,//www.additional_for_examination/45315
45316,Star Whisper Violet,Olivia,Politics,Freedom & Security,Paperback,146.98,0.7,37.0,//www.additional_for_examination/45316
45317,Ivory Obsidian Emerald,Roman,Politics,Freedom & Security,Audible Audiobook,394.63,2.5,20.0,//www.additional_for_examination/45317
45318,Valley Light Night,Julian Gomez,Politics,Freedom & Security,Kindle Edition,272.07,2.7,27.0,//www.additional_for_examination/45318
45319,Grace Veil Galaxy,Lucy Nelson,Politics,Freedom & Security,Hardcover,513.53,1.3,10.0,//www.additional_for_examination/45319
45320,Echo Moon Obsidian Autumn,Logan Roberts,Politics,Freedom & Security,Audible Audiobook,525.67,4.4,31.0,//www.additional_for_examination/45320
45321,Wild Silentwood Harmony,Michael Baker,Politics,Freedom & Security,Audible Audiobook,82.52,3.2,10.0,//www.additional_for_examination/45321
45322,Midnight Last Fallen Frost,Clara Allen,Politics,Freedom & Security,Paperback,768.09,2.2,23.0,//www.additional_for_examination/45322
45323,Destiny Dusk Broken,Benjamin King,Politics,Freedom & Security,Kindle Edition,473.41,0.4,19.0,//www.additional_for_examination/45323
45324,Flame Spring Glass,Daniel Richardson,Politics,Freedom & Security,Hardcover,16.55,4.4,57.0,//www.additional_for_examination/45324
45325,Saga Legend Secret,Charlotte Garcia,Politics,Freedom & Security,Kindle Edition,739.93,3.5,94.0,//www.additional_for_examination/45325
45326,Eclipse Sacred Cinder Fallen,Isabella Richardson,Politics,Freedom & Security,Paperback,458.98,2.4,43.0,//www.additional_for_examination/45326
45327,Summer Flare Runestone Nebula,Andrew,Politics,Freedom & Security,Paperback,738.77,2.3,31.0,//www.additional_for_examination/45327
45328,Found Frost Light Secret,Jason Torres,Politics,Freedom & Security,Hardcover,534.89,0.0,36.0,//www.additional_for_examination/45328
45329,Night Veil Empire,Ava,Politics,Freedom & Security,Hardcover,554.29,0.6,69.0,//www.additional_for_examination/45329
45330,Legend Ancient Quest,Aiden Roberts,Politics,Freedom & Security,Kindle Edition,786.86,1.0,69.0,//www.additional_for_examination/45330
45331,Valley Ember Whirlpool Winter,Charlotte,Politics,Freedom & Security,Kindle Edition,774.45,4.3,57.0,//www.additional_for_examination/45331
45332,Blood Destiny Obsidian Whirlpool,Lucy Rogers,Politics,Freedom & Security,Audible Audiobook,214.46,3.5,85.0,//www.additional_for_examination/45332
45333,Emerald Lunar Shadowed Glimmer,Ava Morris,Politics,Freedom & Security,Hardcover,897.97,1.7,87.0,//www.additional_for_examination/45333
45334,Kingdom Golden Lost Breeze,Isaac Cox,Politics,Freedom & Security,Hardcover,424.5,0.0,33.0,//www.additional_for_examination/45334
45335,Dawn Glimmer Lunar Lost,Nora Hill,Politics,Freedom & Security,Kindle Edition,292.29,1.6,5.0,//www.additional_for_examination/45335
45336,Voyage Nebula Ocean,Benjamin,Politics,Freedom & Security,Kindle Edition,598.12,4.0,58.0,//www.additional_for_examination/45336
45337,Wave Storm Myth,Ava,Politics,Freedom & Security,Kindle Edition,240.66,0.5,68.0,//www.additional_for_examination/45337
45338,Dark Noble Bloom,Aaliyah,Politics,Freedom & Security,Paperback,986.1,4.0,29.0,//www.additional_for_examination/45338
45339,Galaxy Sky Spirit,Amelia Roberts,Politics,Freedom & Security,Paperback,132.83,1.1,75.0,//www.additional_for_examination/45339
45340,Bloom Empire Silver,Sarah Wilson,Politics,Freedom & Security,Hardcover,138.41,0.1,84.0,//www.additional_for_examination/45340
45341,Broken Wildfire Empire Fate,Lucy Lee,Politics,Freedom & Security,Hardcover,644.17,2.0,10.0,//www.additional_for_examination/45341
45342,Crescent Found Stormborn,Noah,Politics,Freedom & Security,Audible Audiobook,151.47,3.3,51.0,//www.additional_for_examination/45342
45343,Forest Veil Valley Spring,Christopher,Politics,Freedom & Security,Paperback,971.79,0.3,22.0,//www.additional_for_examination/45343
45344,Mirage Galaxy Runestone,Jason Garcia,Politics,Freedom & Security,Kindle Edition,875.72,2.3,27.0,//www.additional_for_examination/45344
45345,Silent Voyage Hidden,Evan Smith,Politics,Freedom & Security,Kindle Edition,376.04,3.4,55.0,//www.additional_for_examination/45345
45346,Glass Galaxy Harvest Eternal,Jonathan Ramirez,Politics,Freedom & Security,Paperback,107.72,4.9,53.0,//www.additional_for_examination/45346
45347,Winter Kingdom Wildfire,Layla Carter,Politics,Freedom & Security,Hardcover,777.8,1.0,91.0,//www.additional_for_examination/45347
45348,Frost Tide Nebula Silentwood,Maria Cooper,Politics,Freedom & Security,Audible Audiobook,248.49,4.9,90.0,//www.additional_for_examination/45348
45349,Timber Myth Whispering Hidden,Daniel,Politics,Freedom & Security,Paperback,316.5,0.6,46.0,//www.additional_for_examination/45349
45350,Lost Soul Silent,John King,Politics,Freedom & Security,Paperback,508.88,2.5,7.0,//www.additional_for_examination/45350
45351,Stormborn Flare Lunar Iron,Ethan,Politics,Freedom & Security,Hardcover,313.6,0.8,28.0,//www.additional_for_examination/45351
45352,Thunder Harmony Journey Frost,Alexander,Politics,Freedom & Security,Hardcover,37.21,2.3,7.0,//www.additional_for_examination/45352
45353,Dusk Sapphire Mirage,Gabriel Murphy,Politics,Freedom & Security,Audible Audiobook,167.01,1.7,97.0,//www.additional_for_examination/45353
45354,Veil Sacred Fable Flare,Leo,Politics,Freedom & Security,Paperback,978.04,4.1,97.0,//www.additional_for_examination/45354
45355,Spirit Dragon Hidden,Mia Rogers,Politics,Freedom & Security,Paperback,525.48,4.2,83.0,//www.additional_for_examination/45355
45356,Sapphire Silver Nebula,Owen Green,Politics,Freedom & Security,Audible Audiobook,126.48,3.3,31.0,//www.additional_for_examination/45356
45357,Breeze Cascade Dusk Valley,Matthew,Politics,Freedom & Security,Paperback,82.3,2.0,75.0,//www.additional_for_examination/45357
45358,Broken Whispering Fire,Roman Robinson,Politics,Freedom & Security,Hardcover,332.66,3.0,35.0,//www.additional_for_examination/45358
45359,Shattered Lunar Obsidian,Leo Brown,Politics,Freedom & Security,Paperback,363.62,0.5,60.0,//www.additional_for_examination/45359
45360,Summer Spirit Myth,Madeline,Politics,Freedom & Security,Paperback,579.76,1.1,64.0,//www.additional_for_examination/45360
45361,Blossom Lunar Lost Mountain,Chloe Wilson,Politics,Freedom & Security,Paperback,911.01,4.6,92.0,//www.additional_for_examination/45361
45362,Wildfire Ivory Kingdom Last,Noah Hall,Politics,Freedom & Security,Kindle Edition,868.41,1.1,78.0,//www.additional_for_examination/45362
45363,Ruby Golden Chronicle Last,Luna Walker,Politics,Freedom & Security,Audible Audiobook,833.86,2.0,46.0,//www.additional_for_examination/45363
45364,Blood Scarlet Whisper,Ava Gomez,Politics,Freedom & Security,Hardcover,73.03,2.4,81.0,//www.additional_for_examination/45364
45365,Bronze Runestone Breeze Ember,Penelope,Politics,Freedom & Security,Paperback,672.28,3.3,1.0,//www.additional_for_examination/45365
45366,Fate Willow Lunar Light,Abigail,Politics,Freedom & Security,Kindle Edition,865.63,4.5,86.0,//www.additional_for_examination/45366
45367,Ruby Voyage Spirit Whirlpool,Abigail,Politics,Freedom & Security,Paperback,65.37,1.2,25.0,//www.additional_for_examination/45367
45368,Quest Shadowed Timber Thunder,Hannah,Politics,Freedom & Security,Hardcover,124.78,2.7,87.0,//www.additional_for_examination/45368
45369,Violet Fable Runestone Spirit,Daniel,Politics,Freedom & Security,Kindle Edition,992.16,0.5,80.0,//www.additional_for_examination/45369
45370,Stone Onyx Broken,Julian Garcia,Politics,Freedom & Security,Audible Audiobook,903.19,2.4,97.0,//www.additional_for_examination/45370
45371,Found Kingdom Majestic,Layla,Politics,Freedom & Security,Kindle Edition,563.82,1.8,87.0,//www.additional_for_examination/45371
45372,Broken Rising Midnight,Violet Harris,Politics,Freedom & Security,Kindle Edition,608.34,3.8,48.0,//www.additional_for_examination/45372
45373,Whisper Dream Distant Forest,Penelope Mitchell,Politics,Freedom & Security,Audible Audiobook,423.08,3.0,79.0,//www.additional_for_examination/45373
45374,Shadow Violet Autumn,Jonathan Lewis,Politics,Freedom & Security,Paperback,960.15,1.2,86.0,//www.additional_for_examination/45374
45375,Midnight Eternal Flare Echo,Elijah,Politics,Freedom & Security,Audible Audiobook,780.64,3.1,98.0,//www.additional_for_examination/45375
45376,Onyx Midnight Cascade Scarlet,Sophia Green,Politics,Freedom & Security,Kindle Edition,104.3,4.3,45.0,//www.additional_for_examination/45376
45377,Hidden Shadow Midnight,Caleb,Politics,Freedom & Security,Paperback,358.28,2.6,56.0,//www.additional_for_examination/45377
45378,Silentwood Dark Sacred Flame,Grace,Politics,Freedom & Security,Kindle Edition,283.8,3.2,80.0,//www.additional_for_examination/45378
45379,Cascade Majestic Ember,Layla,Politics,Freedom & Security,Kindle Edition,189.53,3.3,67.0,//www.additional_for_examination/45379
45380,Autumn Chronicle Day Star,Maria Lee,Politics,Freedom & Security,Paperback,676.1,1.4,87.0,//www.additional_for_examination/45380
45381,Sapphire Lunar Blossom,James Roberts,Politics,Freedom & Security,Hardcover,707.55,2.5,73.0,//www.additional_for_examination/45381
45382,Sacred Crescent Spirit Blossom,Laura Bailey,Politics,Freedom & Security,Audible Audiobook,519.63,0.8,13.0,//www.additional_for_examination/45382
45383,Bronze Shadowfall Memory,Evan,Politics,Freedom & Security,Hardcover,511.09,2.7,65.0,//www.additional_for_examination/45383
45384,Night Dragon Ivory Whirlpool,Violet Scott,Politics,Freedom & Security,Kindle Edition,970.45,3.5,77.0,//www.additional_for_examination/45384
45385,Broken Day Found Secret,Harper Torres,Politics,Freedom & Security,Hardcover,748.08,3.7,29.0,//www.additional_for_examination/45385
45386,Echo Fallen Cascade,Aria Hall,Politics,Freedom & Security,Audible Audiobook,437.9,4.5,20.0,//www.additional_for_examination/45386
45387,Winter Ocean Autumn,Alexander Reed,Politics,Freedom & Security,Hardcover,845.64,0.6,58.0,//www.additional_for_examination/45387
45388,Ruby Eternal Lunar Silent,Isaac,Politics,Freedom & Security,Hardcover,364.69,3.0,74.0,//www.additional_for_examination/45388
45389,Golden Sapphire Lost,Jason Scott,Politics,Freedom & Security,Hardcover,401.28,4.1,65.0,//www.additional_for_examination/45389
45390,Secret Obsidian Breeze,Riley,Politics,Freedom & Security,Hardcover,813.16,1.5,94.0,//www.additional_for_examination/45390
45391,Eclipse Fire Glimmer Lunar,Liam Clark,Politics,Freedom & Security,Kindle Edition,135.52,4.1,95.0,//www.additional_for_examination/45391
45392,Mirage Kingdom Flare Breeze,Chloe,Politics,Freedom & Security,Paperback,658.6,3.4,73.0,//www.additional_for_examination/45392
45393,Empire Eclipse Runestone Eclipse,Adrian,Politics,Freedom & Security,Hardcover,898.83,4.4,97.0,//www.additional_for_examination/45393
45394,Tide Willow Silver,Jacob,Politics,Freedom & Security,Paperback,12.94,4.8,96.0,//www.additional_for_examination/45394
45395,Violet Lost Thunder Runestone,Abigail Cox,Politics,Freedom & Security,Audible Audiobook,647.16,2.0,71.0,//www.additional_for_examination/45395
45396,Frost Harvest Crescent Sacred,Matthew,Politics,Freedom & Security,Paperback,769.8,0.5,88.0,//www.additional_for_examination/45396
45397,Valley Spirit Grace,Adrian,Politics,Freedom & Security,Hardcover,661.8,0.6,11.0,//www.additional_for_examination/45397
45398,Pulse Harvest Majestic,Charlotte Gomez,Politics,Freedom & Security,Audible Audiobook,662.55,2.3,88.0,//www.additional_for_examination/45398
45399,Bronze Phoenix Ancient,Liam Walker,Politics,Freedom & Security,Kindle Edition,404.3,2.1,5.0,//www.additional_for_examination/45399
45400,Shadowed Harvest Day Whirlpool,Penelope,Politics,Freedom & Security,Paperback,306.42,2.8,28.0,//www.additional_for_examination/45400
45401,Flame Guardian Spring,Isabella Lewis,Politics,Freedom & Security,Paperback,119.31,4.9,1.0,//www.additional_for_examination/45401
45402,Cinder Dark Breeze Timber,Aiden Harris,Politics,Freedom & Security,Hardcover,20.58,0.3,76.0,//www.additional_for_examination/45402
45403,Iron Silentwood Flame Fable,Harper Thomas,Politics,Freedom & Security,Paperback,55.52,0.9,11.0,//www.additional_for_examination/45403
